mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,diachi_tinhtp,xeploai,soquyetdinh,ngaycapvb,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,diemrl_TB,dtb_hk1,dtb_hk2,dtb_hk3,dtb_hk4,dtb_hk5,dtb_hk6,dtb_hk7,dtb_hk8,dtb_hk9,dtb_hk10,chungchi_av,dtb_toankhoa,dtb_tichluy,sotc_tichluy,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_daura,hocky_thu,label
BAC94C58XPvAibaEXe8VziDgYa0u7qImuijCjI9Z,1996,Nam, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,2014, D480102, Huyện Châu Thành, 214/QĐ_ĐHCNTT, 214/QĐ_ĐHCNTT,2020-05-18,63,63,63,63,63,63,63,63,63,63,63,5.88,6.0,9.0,6.9,7.54,7.01,7.39,7.95,7.75,7.47,0,7.28,7.28,159,17,24,6,21,22,14,19,12,11,13,121,10,0
6E1EC6E3XPvAibaEXe+xw+0gOjOR0ArvNOutmoXN,1996,Nam, Quảng Trị, CNTT2014, KTTT, CQUI,2014, D480201, Tỉnh Bình Phước,,,,93,75,84,84,84,84,84,84,84,84,84,4.91,5.61,3.8,1.56,3.8,1.52,3.92,1.35,3.77,1.08,0,4.18,7.02,192,17,24,24,23,11,22,26,8,21,16,125,10,0
A8F153C6XPvAibaEXe9cYfl6D6BtPHGCj6z6qL7j,1996,Nam, Gia Lai, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Gia Lai,,,,68,68,68,68,68,68,68,68,68,68,68,6.62,4.21,4.13,3.88,3.5,2.48,5.48,6.0,2.78,0.75,0,4.49,6.49,164,17,23,22,23,7,16,16,4,21,15,136,10,0
BAC0D992XPvAibaEXe/dMvqGUzyBHM+Z5FUq42cm,1996,Nam, TP. Hồ Chí Minh, TMĐT2014, HTTT, CQUI,2014, D52480104, Quận 9,,,,64,64,64,64,64,64,64,64,64,64,64,2.82,4.2,3.65,3.7,2.66,2.5,0.35,1.99,1.6,1.92,0,3.58,6.69,142,17,17,6,20,20,4,15,17,7,19,126,10,0
C4C5C3E4XPvAibaEXe/aPLdUCtOgClLL6Fk3loNV,1996,Nữ, Quảng Nam, KTPM2014, CNPM, CQUI,2014, D480103, Huyện Phú Ninh, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,83,83,83,83,83,83,83,83,83,-1,83,8.18,8.28,7.9,7.86,7.93,8.29,8.37,8.39,8.6,-1.0,0,8.15,8.15,149,17,19,22,22,16,15,14,14,10,-1,136,9,0
4C894DC5XPvAibaEXe9HXpb1PepyFWYqqHiGGl6/,1996,Nam, Hà Nam Ninh, CNTT2014, KTTT, CQUI,2014, D480201, Thành phố Hồ Chí Minh,,,,62,30,-1,-1,-1,-1,-1,-1,-1,-1,46,5.62,0.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.69,7.45,36,17,19,-1,-1,-1,-1,-1,-1,-1,-1,125,2,1
C35B7D58XPvAibaEXe8p5yvHQtPES5RibWhntIV9,1995,Nam, Bình Định, KTPM0001, CNPM, CLC,2014, D480103, Tỉnh Bình Định, 595/QĐ_ĐHCNTT, 595/QĐ_ĐHCNTT,2020-09-24,92,92,92,92,92,92,92,92,92,-1,92,8.2,7.54,8.11,8.97,6.84,8.34,8.47,7.82,9.2,-1.0,0,8.18,8.18,156,20,24,21,12,16,19,23,11,10,-1,136,9,0
56BDE338XPvAibaEXe/dSnTMEtLaY7dYPGoqxBPE,1996,Nam, Bà Rịa - Vũng Tàu, KHMT0001, KHMT, CQUI,2014, D480101, Tỉnh Bà Rịa - Vũng Tàu, 878/QĐ-ĐHCNTT, 878/QĐ-ĐHCNTT,2020-12-07,74,74,74,74,74,74,74,74,74,74,74,6.46,5.35,6.3,6.32,5.49,2.6,5.98,4.8,3.6,6.38,0,6.33,6.33,154,13,21,4,21,22,4,22,21,4,22,126,10,0
C370E070XPvAibaEXe8e/5ryJ9Ypubqv5t6wIv15,1996,Nam, Lâm Đồng, KTPM0001, CNPM, CQUI,2014, D480103, Tỉnh Lâm Đồng,,,,54,54,54,54,54,54,54,54,54,54,54,7.56,7.73,7.41,7.65,5.04,5.4,5.64,6.41,0.0,6.43,0,7.27,7.42,175,17,24,26,14,18,19,20,14,3,20,136,10,0
4C3F97F3XPvAibaEXe/VTtmkh7JuOmyvQ3eamH4/,1996,Nam, Thành phố Cần Thơ, KTMT2014, KTMT, CQUI,2014, D520214, Thị xã Bình Minh, 443-QD-DHCNTT, 443-QD-DHCNTT,2019-08-01,72,72,72,72,72,72,72,72,72,-1,72,6.82,6.18,7.94,6.61,7.14,8.25,7.46,7.47,9.36,-1.0,0,7.48,7.48,150,17,22,21,20,16,16,16,9,13,-1,156,9,0
56D11A32XPvAibaEXe/NExuU8f5CH3gp+fdd8qXv,1996,Nam, Kiên Giang, KTMT2014, KTMT, CQUI,2014, D520214, Tỉnh Kiên Giang, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,64,64,64,64,64,64,64,64,64,64,64,6.32,5.06,6.39,6.99,7.53,6.78,6.98,7.29,7.56,8.91,0,7.12,7.12,162,17,19,25,24,7,16,16,17,8,13,156,10,0
56E899F0XPvAibaEXe8oOckqmsrcbUAMczjLj7W6,1995,Nam, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CQUI,2014, D52480104, Tỉnh Đồng Nai, 777/QĐ-ĐHCNTT, 777/QĐ-ĐHCNTT,2020-11-12,85,59,72,72,72,72,72,72,72,72,72,7.21,4.35,5.56,4.82,9.1,7.16,7.31,7.9,6.44,5.65,0,7.29,7.29,165,17,19,24,25,8,18,21,4,23,6,140,10,0
BA7995F1XPvAibaEXe/y2t7DVG8TDWwBL0zNeRnF,1996,Nam, Bình Định, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Bà Rịa - Vũng Tàu, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,82,82,82,82,82,82,82,82,82,-1,82,7.15,5.75,6.89,6.86,6.95,7.96,8.55,8.05,8.8,-1.0,0,7.45,7.57,157,17,16,17,25,20,19,17,12,14,-1,136,9,0
BA5293AFXPvAibaEXe/kJUgsv26Ua7Le4wMbZQOH,1996,Nam, Hà Tĩnh, TMĐT2014, HTTT, CQUI,2014, D52480104, Tỉnh Hà Tĩnh, 236/QĐ-ĐHCNTT, 236/QĐ-ĐHCNTT,2019-05-02,77,77,77,77,77,77,77,77,-1,-1,77,8.73,7.52,7.9,7.52,7.76,7.28,6.41,8.3,-1.0,-1.0,1,7.59,7.59,152,13,24,23,21,19,24,18,10,-1,-1,126,8,0
4C776828XPvAibaEXe/KGOYNCaEaWSy3TGHOsNtZ,1996,Nam, Đồng Tháp, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Đồng Tháp, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,91,91,91,91,91,91,91,91,91,-1,91,6.04,5.85,7.61,8.16,7.21,7.26,7.13,7.97,8.0,-1.0,0,7.27,7.27,149,13,15,23,18,16,22,18,14,10,-1,121,9,0
710CC115XPvAibaEXe8IlpBhypyXxrLTKDjsCNnZ,1996,Nam, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CLC,2014, D480104, Thành phố Hồ Chí Minh, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,78,71,74,74,74,74,74,74,74,-1,74,6.98,6.79,7.82,7.62,7.92,6.32,7.74,7.02,8.04,-1.0,0,7.44,7.44,156,24,15,19,17,19,19,17,13,13,-1,140,9,0
4A7E56E3XPvAibaEXe8v1/72rbobbYkWi49YWGw3,1996,Nữ, An Giang, CNTT0001, KTTT, CQUI,2014, D480201, Thành phố Cần Thơ, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,94,80,87,87,87,87,87,87,-1,-1,87,8.12,7.77,7.73,7.57,8.32,7.34,7.97,7.65,-1.0,-1.0,0,7.8,7.8,140,13,21,28,16,19,18,15,10,-1,-1,125,8,0
4A581273XPvAibaEXe8ptkRJyotmHyYiXI6GBtjC,1996,Nam, TP. Hồ Chí Minh, KTPM2014, CNPM, CQUI,2014, D480103, Thành phố Hồ Chí Minh,,,,56,56,56,56,-1,-1,-1,-1,-1,-1,56,6.77,2.69,0.48,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.44,7.12,57,13,15,26,3,-1,-1,-1,-1,-1,-1,136,4,1
72360A9BXPvAibaEXe/MCL0qpDhx02jhOyfNsnRm,1996,Nữ, Đắk Lắk, KHMT0001, KHMT, CQUI,2014, D480101, Huyện Đắk Mil,,,,84,84,84,84,84,84,84,84,84,-1,84,7.24,6.76,7.62,7.56,7.5,6.8,4.9,6.97,6.86,-1.0,0,7.2,7.44,162,17,24,23,20,16,20,3,19,20,-1,126,9,0
C5A8251BXPvAibaEXe9whL/t4cdMZdkv8Y98YyOc,1996,Nam, Sông Bé, CNTT2014, KTTT, CQUI,2014, D480201, Tỉnh Bình Dương, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,81,80,80,80,80,80,80,80,-1,-1,80,8.12,7.49,7.5,7.68,8.28,7.41,8.4,8.4,-1.0,-1.0,0,7.86,7.86,146,17,19,19,23,20,21,17,10,-1,-1,125,8,1
48E98811XPvAibaEXe8AEUw13Ud6KncXG0ZOvguq,1996,Nam, Hải Dương, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Bình Dương, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,70,70,70,70,70,70,70,70,70,70,70,7.0,6.5,8.62,7.96,7.71,7.5,7.78,7.68,8.8,7.47,0,7.62,7.62,147,17,19,21,19,17,16,16,9,3,10,156,10,0
48E38805XPvAibaEXe/69hWWh+JD2bin651xAydP,1996,Nam, Thành phố Hồ Chí Minh, MMTT2014, MMT&TT, CQUI,2014, D480102, Thành phố Hồ Chí Minh, 306/QĐ-ĐHCNTT, 306/QĐ-ĐHCNTT,2019-05-29,86,86,86,86,86,86,86,86,86,86,86,5.56,6.85,9.3,8.09,7.63,7.29,7.68,8.01,9.0,8.9,0,7.67,7.67,153,17,29,4,19,18,17,20,17,2,10,121,10,0
C5D19041XPvAibaEXe+NJiMjcH3vhGZBbbWixTpF,1996,Nam, Bến Tre, HTTT2014, HTTT, CQUI,2014, D480104, Huyện Giồng Trôm,,,,72,72,72,72,72,72,72,-1,-1,-1,72,5.76,4.47,4.6,4.31,4.24,2.6,0.6,-1.0,-1.0,-1.0,0,3.71,6.06,130,17,21,3,18,25,28,18,-1,-1,-1,140,7,1
C5D327CCXPvAibaEXe/k62DFAfrQToLklifmYtYd,1996,Nam, Bà Rịa - Vũng Tàu, HTTT0001, HTTT, CQUI,2014, D52480104, Tỉnh Bà Rịa - Vũng Tàu,,,,73,73,73,73,73,73,73,73,73,73,73,6.5,6.64,6.26,6.48,5.78,5.81,7.2,7.13,5.81,5.36,0,6.23,6.48,169,17,14,21,17,19,21,4,24,21,11,140,10,0
C5F2150DXPvAibaEXe+tg0ae8qw/gtk+nFTaazYq,1995,Nam, Bình Thuận, CNTT0001, KTTT, CQUI,2014, D480201, Tỉnh Bình Thuận,,,,91,82,86,86,86,86,86,86,-1,-1,86,7.5,6.1,6.59,6.78,6.64,6.36,6.81,4.78,-1.0,-1.0,0,6.47,6.65,148,13,21,26,18,20,18,19,13,-1,-1,125,8,0
589DABF7XPvAibaEXe8AEUw13Ud6KkMppwG9Nrs1,1996,Nam, An Giang, KTMT2014, KTMT, CQUI,2014, D520214, Xã Bình Mỹ,,,,78,78,78,-1,-1,-1,-1,-1,-1,-1,78,5.98,5.23,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.41,6.3,51,20,19,12,-1,-1,-1,-1,-1,-1,-1,156,3,1
C60C029EXPvAibaEXe9PHS03bFe3hB0U1CBijmXk,1996,Nữ, Đồng Nai, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Đồng Nai, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,90,90,90,90,90,90,90,90,90,-1,90,8.85,7.28,8.5,8.28,7.81,7.84,8.14,7.65,8.71,-1.0,1,8.19,8.19,156,17,26,22,18,15,18,16,10,14,-1,136,9,0
58A44439XPvAibaEXe8b4sJvH2gx3N5pteZ9IkZX,1996,Nữ, Bình Định, MMTT2014, MMT&TT, CQUI,2014, D480102, Huyện Tây Sơn,,,,90,90,-1,-1,-1,-1,-1,-1,-1,-1,90,6.65,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.99,7.11,38,17,21,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
6D44514CXPvAibaEXe887JOjhk2RV/HGI+t3SgM7,1996,Nam, Đồng Nai, KTMT2014, KTMT, CQUI,2014, D520214, Huyện Trảng Bom,,,,61,61,61,61,-1,-1,-1,-1,-1,-1,61,2.86,4.84,2.93,4.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.39,5.88,88,22,20,22,24,-1,-1,-1,-1,-1,-1,156,4,1
48A22F9BXPvAibaEXe8oOckqmsrcbcSOt0BVGgjK,1996,Nam, Quảng Nam, KTPM2014, CNPM, CQUI,2014, D480103, Tỉnh Quảng Nam,,,,67,67,67,67,67,67,67,67,67,67,67,6.42,5.38,4.39,3.73,0.49,3.8,2.04,1.41,0.0,0.38,0,3.15,6.11,181,13,22,19,21,22,22,16,21,4,21,136,10,0
48A04A83XPvAibaEXe/btl79MArZLFL2n5EIoIeK,1996,Nam, Lâm Đồng, HTTT0001, HTTT, CQUI,2014, D480104, Tỉnh Lâm Đồng, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,68,78,73,73,73,73,73,73,73,-1,73,6.76,6.27,7.22,7.33,6.93,7.3,7.43,7.09,7.49,-1.0,0,7.24,7.24,165,17,19,23,18,21,21,18,14,14,-1,140,9,0
C6158D21XPvAibaEXe/GFbVLDV6SZJQTjNzZsKg1,1996,Nam, Vĩnh Long, KHMT0001, KHMT, CQUI,2014, D480101, Tỉnh Vĩnh Long,,,,94,94,94,94,94,94,94,94,94,94,94,7.62,7.46,7.51,6.42,5.82,5.18,7.1,2.54,5.5,6.02,0,6.52,7.02,169,17,21,21,20,21,16,20,20,4,9,126,10,0
C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0,1996,Nam, Bến Tre, KHMT0001, KHMT, CQUI,2014, D480101, Tỉnh Bến Trê, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,77,77,77,77,77,77,77,77,77,-1,77,6.44,6.54,7.7,6.83,6.78,6.28,5.79,8.15,9.21,-1.0,0,6.96,7.24,162,17,23,3,24,20,22,23,16,14,-1,126,9,0
C623F786XPvAibaEXe+ai34rvuG7eJM/sCTB5dlj,1996,Nam, Đồng Tháp, MMTT0001, MMT&TT, CQUI,2014, D480102, Tỉnh Đồng Tháp, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,71,71,71,71,71,71,71,71,71,-1,71,6.06,5.61,7.91,6.81,7.18,8.15,7.53,7.75,8.51,-1.0,1,7.41,7.41,157,17,19,21,22,18,18,15,14,13,-1,121,9,0
A555843FXPvAibaEXe88UewilValgCdn3PFv7Eck,1996,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CLC,2014, D480103, Thành phố Hồ Chí Minh,,,,66,66,66,66,66,66,66,66,66,66,66,6.27,3.4,6.49,4.71,4.51,5.11,5.24,7.18,6.64,5.8,0,6.57,6.78,184,24,21,21,18,16,23,7,24,22,8,136,10,0
B9133B88XPvAibaEXe9LZwdMb86KA+pK5/ysf4dv,1996,Nam, Đắk Nông, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Đắk Nông, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,67,67,67,67,67,67,67,67,67,-1,67,6.38,6.68,7.39,7.7,8.15,9.07,8.49,8.37,9.5,-1.0,0,7.88,7.88,155,13,20,25,22,20,15,17,10,13,-1,156,9,0
496BA332XPvAibaEXe/9n4RXguPAYPE1qUnKCdpJ,1996,Nam, Thừa Thiên Huế, MMTT2014, MMT&TT, CQUI,2014, D480102, Tỉnh Thừa Thiên Huế,,,,81,81,81,81,81,81,-1,-1,-1,-1,81,6.76,5.23,6.4,6.91,5.35,0.07,-1.0,-1.0,-1.0,-1.0,0,5.22,6.83,110,17,16,23,22,14,18,-1,-1,-1,-1,121,6,1
498EE480XPvAibaEXe8TrN3vUI8MaHHVw1RfTSHE,1996,Nam, Lâm Đồng, KHMT0001, KHMT, CQUI,2014, D480101, Huyện Bảo Lâm,,,,84,84,84,84,84,84,84,84,84,84,84,5.62,7.05,5.5,6.93,6.21,6.34,6.84,5.62,5.28,3.7,0,6.4,6.87,178,17,21,3,23,19,24,20,20,19,12,126,10,0
587CA928XPvAibaEXe+NJiMjcH3vhDSbGe/qJhZ2,1996,Nam, Bình Định, KTPM0001, CNPM, CQUI,2014, D480103, Tỉnh Bình Định, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,65,65,65,65,65,65,65,65,65,65,65,7.53,8.24,7.18,7.69,7.4,7.6,7.29,8.28,8.6,8.3,0,7.84,7.84,157,17,22,30,15,4,17,15,17,10,10,136,10,0
4A267BB4XPvAibaEXe8YaJ+XvjGNa12csclhJnYz,1996,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,2014, D480103, Thành phố Hồ Chí Minh, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,77,82,80,80,80,80,80,80,80,80,80,8.5,6.83,8.05,7.88,7.63,6.31,6.26,8.0,9.5,9.17,0,8.06,8.06,178,17,19,24,23,19,19,24,17,4,12,136,10,0
A5CFC3EAXPvAibaEXe8v1/72rbobbQBhkDh9w0n8,1995,Nam, Bến Tre, HTTT2014, HTTT, CQUI,2014, D480104, Tỉnh Bến Tre,,,,66,66,66,66,66,66,66,66,-1,-1,66,4.77,1.19,4.76,2.58,4.0,2.61,0.79,0.69,-1.0,-1.0,0,2.88,6.01,140,13,21,24,21,3,22,15,21,-1,-1,140,8,0
C4CDF081XPvAibaEXe+xRE5267JUoChL3sR3eJEX,1996,Nam, Phú Yên, KHMT2014, KHMT, CQUI,2014, D480101, Huyện Đông Hoà, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,84,84,84,84,84,84,84,84,-1,-1,84,6.65,6.37,7.54,8.09,7.87,7.55,8.43,2.59,-1.0,-1.0,1,7.17,7.57,152,17,21,24,22,18,16,23,11,-1,-1,126,8,1
6D822171XPvAibaEXe88tz7NL7l/glfUKXnZ+w7c,1996,Nam, Bà Rịa - Vũng Tàu, KTMT0001, KTMT, CLC,2014, D520214, Tỉnh Bà Rịa - Vũng Tàu, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,77,77,77,77,77,77,77,77,77,77,77,6.33,3.96,3.92,5.12,2.47,3.84,3.95,4.7,6.54,5.93,1,6.25,6.36,180,24,19,24,18,7,20,16,8,23,21,156,10,0
4A223D49XPvAibaEXe+xxRCacZP96myvp3MKYFxv,1996,Nam, Bình Định, HTTT0001, HTTT, CQUI,2014, D480104, Huyện Phù Cát,,,,76,76,76,76,76,76,76,76,76,76,76,5.23,3.98,5.32,3.81,9.8,4.94,3.34,6.0,3.82,4.8,0,6.45,6.75,189,13,15,24,28,8,25,23,8,25,20,140,10,0
A5CBFD30XPvAibaEXe+xxRCacZP96nDee0c9rTgN,1996,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CLC,2014, D480103, Quận 12, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,78,78,78,78,78,78,78,78,78,78,78,6.04,6.35,6.19,6.09,5.54,6.1,7.15,5.22,5.14,6.39,0,6.95,6.95,178,24,21,17,15,17,22,23,25,7,7,136,10,0
B9B6228FXPvAibaEXe/dSnTMEtLaY89ri1B3AlpX,1995,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,2014, D480103, Quận Thủ Đức, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,56,56,56,56,56,56,56,56,56,-1,56,5.18,5.98,5.45,6.15,5.4,6.82,6.67,8.08,7.67,-1.0,1,7.27,7.27,185,17,19,24,24,24,17,24,19,17,-1,136,9,0
B961FA7FXPvAibaEXe8FWWF7xHXRAD9tn9AVbX5C,1996,Nam, Đồng Nai, KTPM0001, CNPM, CLC,2014, D480103, Thành phố Biên Hoà,,,,90,90,90,90,90,90,90,90,90,90,90,6.94,7.5,6.94,7.26,6.28,6.95,4.86,2.18,0.0,6.86,0,6.39,7.19,160,24,21,21,15,15,15,20,11,3,15,136,10,0
C4C9FD3CXPvAibaEXe9hSzSdeSAT0u00jNJr1bTh,1996,Nam, TP. Hồ Chí Minh, PMCL2014, CNPM, CLC,2014, D480103, Tỉnh Đồng Nai,,,,68,68,-1,-1,-1,-1,-1,-1,-1,-1,68,7.21,1.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.78,7.21,41,24,17,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643,1996,Nam, Vĩnh Long, KHMT0001, KHMT, CNTN,2014, D480101, Tỉnh Vĩnh Long, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,80,80,80,80,80,80,80,80,-1,-1,80,7.44,7.83,7.48,7.57,8.5,8.73,8.47,8.7,-1.0,-1.0,0,8.0,8.0,143,24,24,21,15,18,16,15,10,-1,-1,126,8,0
49E481D0XPvAibaEXe+9lRniSKKSh21VPY4X7Riy,1996,Nam, Kiên Giang, ANTT2014, MMT&TT, CQUI,2014, D480299, Tỉnh Kiên Giang, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,100,82,91,91,91,91,91,91,91,91,91,6.94,7.5,7.2,7.75,8.12,8.24,8.99,9.0,8.92,8.9,0,8.2,8.2,141,17,21,3,22,21,13,17,3,15,9,121,10,0
49DA530CXPvAibaEXe/k62DFAfrQTuqWE10yo1gX,1996,Nam, Bà Rịa - Vũng Tàu, MMTT2014, MMT&TT, CQUI,2014, D480102, Huyện Long Điền,,,,57,57,-1,-1,-1,-1,-1,-1,-1,-1,57,3.65,0.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1.3,6.0,35,13,22,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
5809EDABXPvAibaEXe/iDuY0411CJlTRP5+oneq9,1996,Nam, Vĩnh Long, CNTT0001, KTTT, CQUI,2014, D480201, Tỉnh Vĩnh Long, 443-QD-DHCNTT, 443-QD-DHCNTT,2019-08-01,86,82,84,84,84,84,84,84,84,-1,84,7.65,7.41,7.08,7.33,7.1,8.06,7.99,8.25,6.9,-1.0,0,7.77,7.77,149,17,21,22,18,3,19,23,16,10,-1,125,9,0
B93A72B5XPvAibaEXe/iDuY0411CJihPlsuLHP+C,1996,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,2014, D480103, Tỉnh Đắk Lắk, 542/QĐ_ĐHCNTT, 542/QĐ_ĐHCNTT,2020-08-31,82,82,82,82,82,82,82,82,82,82,82,8.21,7.87,7.9,6.56,6.03,6.05,4.33,3.79,6.55,8.31,0,7.57,7.57,180,17,20,25,22,15,19,19,14,11,18,136,10,0
C54D98DEXPvAibaEXe+PmhPN+9CWc/uhHYPBpgfP,1996,Nữ, Kiên Giang, MMTT2014, MMT&TT, CQUI,2014, D480102, Huyện Tân Hiệp,,,,85,85,85,85,85,85,85,85,-1,-1,85,5.03,5.58,5.2,6.79,7.45,5.96,6.33,3.07,-1.0,-1.0,0,6.01,6.73,128,17,20,3,23,22,7,16,20,-1,-1,121,8,0
A59FF9A4XPvAibaEXe8YaJ+XvjGNazgGaiQc/wWw,1996,Nam, Tiền Giang, CNTT2014, KTTT, CQUI,2014, D480201, Thành phố Mỹ Tho,,,,61,26,44,44,-1,-1,-1,-1,-1,-1,44,0.0,7.74,3.47,3.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3.96,6.68,72,17,7,26,22,-1,-1,-1,-1,-1,-1,125,4,1
587117ECXPvAibaEXe+TioGOAQy/3xs11Ox39j0M,1996,Nam, Hà Nam Ninh, HTTT0001, HTTT, CQUI,2014, D480104, Tỉnh Bình Phước,,,,66,66,66,66,66,66,66,66,66,66,66,4.86,3.95,6.8,4.87,4.85,5.7,4.0,4.83,2.5,5.13,0,5.86,6.08,163,22,21,6,26,19,10,20,16,4,19,140,10,0
49952B5CXPvAibaEXe9ajZoptpw4tesLXoK2FsY1,1996,Nam, Hà Tĩnh, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Hà Tĩnh,,,,75,75,75,75,75,75,75,75,75,-1,75,6.58,5.59,6.24,6.87,6.16,6.85,7.78,7.71,7.73,-1.0,0,7.05,7.05,163,13,22,21,20,17,16,17,16,21,-1,156,9,0
B961A346XPvAibaEXe/GFbVLDV6SZKR/OkOk9tjQ,1996,Nam, Đắk Lắk, MMTT0001, MMT&TT, CQUI,2014, D480299, Tỉnh Đắk Lắk, 761/QĐ-ĐHCNTT, 761/QĐ-ĐHCNTT,2019-11-05,76,65,70,70,70,70,70,70,70,-1,70,7.24,7.08,6.67,7.59,7.55,7.4,6.63,6.81,9.05,-1.0,0,7.36,7.36,157,17,21,25,16,15,17,16,13,17,-1,121,9,0
A647BF17XPvAibaEXe8dZIB3odxynqhPa7jxOJZV,1996,Nam, Ninh Thuận, MMTT2014, MMT&TT, CQUI,2014, D480102, Tỉnh Ninh Thuận,,,,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,1,1
C2A4C64FXPvAibaEXe/nRR7q+hWy3OGsz3jlcNjw,1996,Nam, Bình Định, KTMT0001, KTMT, CQUI,2014, D520214, Tỉnh Bình Định, 960/QĐ-ĐHCNTT, 960/QĐ-ĐHCNTT,2019-12-31,60,60,60,60,60,60,60,60,60,-1,60,7.65,6.11,7.54,5.35,7.17,5.9,6.36,7.64,8.08,-1.0,0,7.23,7.29,172,13,18,17,20,21,21,24,17,21,-1,156,9,0
563E9289XPvAibaEXe/a3PM8AP2NgwXCb21OBlQe,1996,Nam, Khánh Hòa, HTTT0001, HTTT, CQUI,2014, D52480104, Tỉnh Khánh Hòa,,,,83,83,83,83,83,83,83,83,83,-1,83,7.31,6.71,6.98,6.47,7.58,6.42,6.65,5.25,6.14,-1.0,0,6.91,6.91,164,13,19,22,22,24,24,15,11,14,-1,140,9,0
